0,0.464355
2,0.587646
0,0.446289
1,0.325195
0,0.192383
1,0.129883
0,0.112793
2,0
4,0.0939941
1,0.212158
0,0.25
3,0.324951
0,0.193359
0,0.133301
0,0.146484
1,0.148682
0,0.132812
2,0.140381
0,0.148926
1,0.202637
0,0.21875
1,0.241211
0,0.268555
2,0.272461
0,0.26709
1,0.262695
0,0.264648
1,0.265869
0,0.280273
2,0.279297
0,0.271729
1,0.259521
0,0.250732
2,0.246582
0,0.248779
1,0.271484
0,0.280029
1,0.280518
0,0.284668
2,0.291748
0,0.297119
1,0.304443
0,0.315186
1,0.318848
0,0.321045
5,0.322266
0,0.321533
0,0.320557
0,0.320068
2,0.321777
0,0.321777
1,0.320801
0,0.321289
1,0.319336
0,0.316406
2,0.312256
0,0.311768
1,0.310547
0,0.310059
1,0.309082
0,0.306641
2,0.304443
0,0.300537
1,0.297363
0,0.29541
1,0.294434
0,0.293457
2,0.291504
0,0.286865
1,0.273193
0,0.264648
1,0.263672
1,0.263672
1,0.261475
0,0.260254
1,0.258545
0,0.256348
2,0.253418
0,0.250732
1,0.248047
0,0.244873
1,0.243652
0,0.242676
2,0.241455
0,0.239502
1,0.237793
0,0.235352
1,0.233154
0,0.232666
2,0.232666
0,0.232178
1,0.231689
0,0.231689
2,0.231934
0,0.231689
1,0.231934
0,0.231689
1,0.231689
0,0.231934
2,0.231445
0,0.232178
1,0.233398
0,0.233887
1,0.233643
0,0.235107
2,0.236328
0,0.237061
1,0.237061
0,0.238281
4,0.239502
0,0.23877
0,0.237793
0,0.23584
1,0.240234
0,0.244385
1,0.246338
0,0.248291
2,0.249023
0,0.248291
1,0.250488
0,0.252441
1,0.254883
0,0.255859
2,0.259766
0,0.263428
1,0.267578
0,0.272705
1,0.275391
0,0.277588
2,0.277588
0,0.277344
1,0.280518
0,0.278809
1,0.27832
0,0.283447
2,0.286865
0,0.285645
1,0.28418
0,0.2854
2,0.28418
0,0.281494
1,0.279297
0,0.275635
2,0.275391
0,0.275391
1,0.275391
0,0.275635
1,0.275879
0,0.276123
1,0.274902
0,0.274414
2,0.269043
0,0.262451
1,0.260498
0,0.261475
2,0.261719
0,0.262939
1,0.263916
0,0.264648
1,0.265381
0,0.270996
2,0.272949
0,0.275879
1,0.278809
2,0.280762
2,0.282227
0,0.283691
1,0.285645
0,0.287598
0,0.291504
0,0.292725
2,0.293701
0,0.294922
1,0.296143
0,0.296631
2,0.297363
0,0.298584
1,0.302246
0,0.310303
1,0.319336
0,0.324951
2,0.327148
0,0.329102
1,0.32959
0,0.331543
1,0.332031
0,0.333252
2,0.333984
0,0.335449
1,0.335938
0,0.335938
2,0.335693
0,0.334717
1,0.331787
0,0.328857
1,0.32959
0,0.332031
2,0.33252
0,0.33252
1,0.331299
0,0.331543
2,0.330566
0,0.330811
1,0.330078
0,0.327881
1,0.327881
0,0.327393
1,0.32666
0,0.32666
2,0.32666
0,0.328125
1,0.330566
0,0.332031
1,0.334229
0,0.335938
2,0.337158
0,0.338135
1,0.340088
0,0.341553
2,0.342773
0,0.34375
1,0.344727
0,0.345215
3,0.346436
0,0.347412
1,0.348145
0,0.349121
1,0.350342
0,0.351074
1,0.351807
0,0.353027
2,0.35376
0,0.354248
1,0.354736
0,0.355469
1,0.355713
0,0.356201
2,0.356689
0,0.356934
1,0.356689
0,0.356445
1,0.355957
0,0.355469
2,0.356445
0,0.357178
1,0.357666
0,0.358887
1,0.359619
0,0.360596
2,0.361328
0,0.362061
1,0.362061
0,0.362549
2,0.365479
0,0.365723
1,0.366211
0,0.367188
1,0.368164
0,0.369141
4,0.369629
0,0.370117
2,0.370361
0,0.370605
0,0.37085
0,0.37085
1,0.371094
0,0.371582
1,0.37207
0,0.372314
2,0.372803
0,0.373535
1,0.374023
0,0.374268
1,0.375488
0,0.376465
2,0.376709
0,0.377686
1,0.378662
0,0.379883
3,0.381104
0,0.381836
0,0.382324
0,0.382568
1,0.383789
0,0.384033
2,0.384766
0,0.385498
1,0.385742
0,0.38623
1,0.386719
0,0.387207
2,0.387939
0,0.388184
1,0.388428
0,0.388916
1,0.388916
0,0.38916
2,0.389404
0,0.389648
1,0.390137
0,0.390381
2,0.390381
0,0.390381
5,0.390625
0,0.390625
1,0.390625
0,0.390625
0,0.390625
0,0.390625
1,0.390625
0,0.390381
1,0.390137
0,0.390137
2,0.390137
0,0.390137
1,0.389893
0,0.389893
2,0.389648
0,0.389648
1,0.389404
0,0.38916
1,0.38916
0,0.388916
2,0.388672
0,0.388428
1,0.388428
0,0.388184
1,0.387939
0,0.387695
2,0.387207
0,0.386963
1,0.386475
0,0.38623
4,0.385742
0,0.385498
0,0.38501
0,0.384277
1,0.383057
0,0.382568
1,0.382324
0,0.38208
2,0.381104
0,0.380859
1,0.380615
0,0.380371
1,0.379883
0,0.37915
5,0.378662
0,0.378174
2,0.377686
0,0.377197
0,0.376709
0,0.376709
1,0.375
0,0.375
1,0.374512
0,0.374268
2,0.374268
0,0.374268
1,0.374512
0,0.374268
1,0.374512
0,0.373779
2,0.373291
0,0.373047
1,0.373047
0,0.372803
1,0.372803
0,0.372803
2,0.372803
0,0.373047
1,0.373779
0,0.373535
2,0.373291
0,0.372803
1,0.372314
0,0.372559
1,0.372314
0,0.371826
2,0.37207
0,0.372559
1,0.372559
0,0.372803
2,0.373291
0,0.372314
1,0.372559
0,0.373291
3,0.374512
0,0.375
1,0.375977
0,0.375977
0,0.376465
0,0.377686
2,0.378906
0,0.380127
1,0.381348
0,0.382568
2,0.383545
0,0.384521
1,0.385254
0,0.38623
1,0.387451
0,0.388428
2,0.388916
0,0.389648
1,0.390381
0,0.390625
1,0.391602
0,0.391846
2,0.392334
0,0.392578
1,0.392822
0,0.393311
2,0.393555
0,0.394043
1,0.394287
0,0.394531
1,0.394531
0,0.394531
3,0.394531
0,0.394775
1,0.39502
0,0.39502
2,0.39502
0,0.395508
1,0.395508
0,0.395752
0,0.39624
0,0.396484
1,0.396484
0,0.396973
2,0.397461
0,0.397461
1,0.398193
0,0.398682
2,0.39917
0,0.39917
1,0.399414
0,0.399414
1,0.399414
0,0.399658
2,0.399658
0,0.399902
5,0.400146
0,0.399658
0,0.399902
0,0.399658
1,0.398926
0,0.398682
1,0.398682
0,0.398438
1,0.398193
0,0.397705
2,0.397461
0,0.397217
1,0.396973
0,0.396484
2,0.395996
0,0.395752
1,0.395264
0,0.39502
1,0.394531
0,0.393799
2,0.393311
0,0.392334
1,0.391846
0,0.390869
1,0.390137
0,0.389893
3,0.389404
0,0.388672
0,0.388916
0,0.388672
3,0.388672
0,0.388428
0,0.388428
0,0.388672
1,0.388428
0,0.388428
2,0.388428
0,0.388184
1,0.388428
0,0.388428
1,0.388428
0,0.388428
2,0.388428
0,0.388428
1,0.38916
0,0.389404
1,0.389893
0,0.390137
2,0.389893
0,0.389404
1,0.389404
0,0.38916
2,0.388428
0,0.387451
1,0.38623
0,0.384277
1,0.382568
0,0.381592
2,0.381104
0,0.380615
1,0.37915
0,0.378662
1,0.377441
0,0.375732
2,0.374756
0,0.373291
1,0.372314
0,0.371094
1,0.369629
0,0.368408
2,0.366943
0,0.363525
1,0.362549
0,0.362305
2,0.361328
0,0.360352
1,0.359131
0,0.358887
1,0.358398
0,0.35791
2,0.357422
0,0.357178
1,0.357178
0,0.356934
1,0.356445
0,0.356689
2,0.356201
0,0.356201
1,0.355957
0,0.355957
1,0.355957
1,0.355713
1,0.355713
0,0.355713
1,0.355957
0,0.355713
2,0.355713
0,0.355713
1,0.355713
0,0.355469
1,0.355225
0,0.355225
2,0.355469
0,0.356201
1,0.357422
0,0.35791
1,0.358643
0,0.359131
2,0.359375
0,0.360107
1,0.360352
0,0.360107
4,0.360352
0,0.360107
0,0.359863
0,0.36377
1,0.365479
0,0.367676
1,0.371582
0,0.373535
1,0.374756
0,0.376221
1,0.377441
0,0.378174
2,0.378418
0,0.37915
1,0.379639
0,0.379639
1,0.379883
0,0.379883
2,0.380127
0,0.380127
1,0.380859
0,0.380615
1,0.381104
0,0.381348
2,0.381592
0,0.381836
1,0.382324
0,0.382568
2,0.383301
0,0.383789
1,0.384277
0,0.384521
2,0.385254
0,0.385742
1,0.386719
0,0.386963
1,0.387695
0,0.388184
1,0.388672
0,0.388916
2,0.389648
0,0.389893
1,0.390381
0,0.390869
1,0.391113
1,0.391357
1,0.39209
0,0.392334
1,0.392578
0,0.393066
2,0.393311
0,0.394043
1,0.394043
0,0.394531
1,0.39502
0,0.395264
2,0.395508
0,0.395752
1,0.395996
0,0.39624
4,0.39624
0,0.396484
0,0.396484
0,0.396484
1,0.396729
1,0.396729
1,0.396729
0,0.396729
1,0.396484
0,0.39624
2,0.39624
0,0.395996
1,0.395752
0,0.395264
1,0.394775
0,0.394531
2,0.394043
0,0.393555
1,0.392334
0,0.391113
2,0.38916
0,0.386963
1,0.384521
0,0.383789
1,0.383057
0,0.382324
2,0.381836
0,0.381592
1,0.381104
0,0.380615
1,0.380371
0,0.380127
2,0.379883
0,0.379395
1,0.37915
0,0.378662
1,0.378418
0,0.37793
2,0.376709
0,0.375977
1,0.374756
0,0.373779
1,0.373047
0,0.372559
2,0.372314
0,0.371582
1,0.371094
0,0.37085
2,0.370361
0,0.369385
1,0.368652
0,0.368164
1,0.367188
0,0.365967
2,0.364014
0,0.362305
1,0.359619
0,0.359131
1,0.35791
0,0.357422
2,0.356689
0,0.355713
1,0.355225
0,0.354736
1,0.354004
0,0.353027
2,0.352295
0,0.351318
1,0.350098
0,0.349365
2,0.348633
0,0.3479
1,0.347168
0,0.345947
2,0.344971
0,0.344238
1,0.343506
0,0.343262
1,0.342773
0,0.342529
2,0.342529
0,0.342285
1,0.342285
0,0.342285
1,0.342285
0,0.342285
1,0.342529
0,0.342529
2,0.342773
0,0.342773
1,0.343262
0,0.343506
2,0.344238
0,0.345215
1,0.345703
0,0.346191
1,0.346924
0,0.347412
2,0.348145
0,0.349121
1,0.349854
0,0.350342
1,0.35083
0,0.351318
2,0.352295
0,0.353271
1,0.354004
0,0.354736
2,0.356201
0,0.357422
1,0.359131
0,0.362305
3,0.364746
0,0.368164
1,0.372803
0,0.375977
1,0.377441
0,0.378662
1,0.379883
0,0.380371
1,0.381348
0,0.38208
2,0.382568
0,0.383545
1,0.384521
0,0.384521
1,0.38501
0,0.385742
2,0.386475
0,0.387695
2,0.387939
0,0.388672
1,0.38916
0,0.389404
1,0.389893
0,0.390381
1,0.390625
0,0.390869
2,0.391602
0,0.391846
1,0.392334
0,0.392334
2,0.392578
0,0.392822
1,0.393066
0,0.393066
1,0.393311
0,0.393555
2,0.393555
0,0.393799
1,0.393555
0,0.393799
1,0.393799
0,0.393799
2,0.393555
0,0.393555
1,0.393311
0,0.393066
1,0.392822
0,0.391113
2,0.389404
0,0.388428
1,0.387207
0,0.386475
3,0.385986
0,0.385986
3,0.385742
0,0.385498
0,0.385742
0,0.385742
1,0.38623
0,0.38623
1,0.385986
0,0.385986
2,0.385986
0,0.385742
1,0.385498
0,0.385254
1,0.38501
0,0.384766
2,0.384521
0,0.384521
1,0.384277
0,0.383789
1,0.383301
0,0.383057
2,0.38208
0,0.380127
1,0.378418
0,0.375732
2,0.374268
0,0.373535
1,0.372803
0,0.37207
1,0.371582
0,0.371094
2,0.370361
0,0.369873
1,0.369141
0,0.368408
